,review_id,product_id,reviewer_id,stars,review_body,review_title,language,product_category
10024,es_0150711,product_es_0844480,reviewer_es_0482025,1,"Producto malisimo, ha durado un mes funcionando. No lo recomiendo. eso teniendo en cuenta que lo he comprado para tenerlo en casa.",Muy Malo,es,home_improvement
10025,es_0427789,product_es_0618335,reviewer_es_0193337,1,Este producto me pone entregado y no me ha llegado,No me ha llegado,es,drugstore
10026,es_0226475,product_es_0772169,reviewer_es_0193974,1,Solo vale 1 de las 2 entradas,NO FUNCIONA,es,electronics
10027,es_0945776,product_es_0580736,reviewer_es_0308953,1,"Me ha encantado!. Las dos pizarras son magnéticas, incluye accesorios (abecedario en mayúsculas y minúsculas, números, unos botones de colores, una regla, dos borradores, todo magnético. También incluye tizas, rotuladores de colores, un porta tiza para no mancharte al escribir, 4 vasos de plástico que van encajados en la bandeja inferior. Las patas se regulen en altura. Vuelvo a escribir ya que al cabo de unos días mi hija la tiró al suelo al tropezar y se destrozó, la madera se abrió y astilló. Muy mala calidad.",Muy mala calidad,es,toy
10028,es_0210474,product_es_0848740,reviewer_es_0038446,1,No es lo que esperaba no luce los metros que dice el vendedor,Incorrecto,es,home_improvement
10029,es_0760881,product_es_0881527,reviewer_es_0814267,1,No llegó se quedó en aduana hijos de puta,Farsantes,es,automotive
10030,es_0577772,product_es_0789113,reviewer_es_0408752,1,Indicaba que eran magnéticos y no es cierto,Decepcionado,es,apparel
10031,es_0829133,product_es_0254376,reviewer_es_0547577,1,Abierto y manipulado. No era estanco.,Desprecintado y manipulado,es,other
10032,es_0223265,product_es_0667000,reviewer_es_0319915,1,"Son pequeños, debian ser de talla 4, pero son de talla 3, ademas que son de mala calidad, que parece que no es la marca de Dodot.",Mala calidad,es,drugstore
10033,es_0179851,product_es_0022224,reviewer_es_0473631,1,He pedido estos colores y no son los de la foto menuda estafa le pongo una estrella por poner algo pero menudos impresentables,No es lo que pides,es,beauty
10034,es_0528399,product_es_0774193,reviewer_es_0798934,1,"Solicité la compra de este producto a finales de abril porque lo necesitaba para organizar un proyecto empresarial en una pizarra magnética. Vi otros productos muy parecidos pero un poquito más caros...Y al final lo barato me salió caro. Después de un mes de espera, el producto no llegó, y las dos veces que escribí al proveedor me envió el típico mensaje estándar que no ayuda en nada. Vergonzoso!!! No lo recomiendo bajo ningún concepto!!!",Vergonzoso,es,office_product
10035,es_0427717,product_es_0917268,reviewer_es_0640291,1,no he recibido el producto. he esperado durante mas de un mes a recibirlo para nada. un desastre de servicio.,no he recibido el producto. he esperado durante mas de un mes a recibirlo para nada.,es,automotive
10036,es_0672900,product_es_0616481,reviewer_es_0292603,1,no puedo opinar ya que a día de hoy no lo he recibido n aun,falta de seriedad en la fecha de entrega,es,sports
10037,es_0349104,product_es_0370381,reviewer_es_0618410,1,"no me ha gustado nada, ni se ve, ni se nota, ni nada.... He tenido otros iluminadores mucho mejores. No lo aconsejo.",ni se ve,es,beauty
10038,es_0423220,product_es_0614508,reviewer_es_0412197,1,no noto que quite el mal olor y la humedad en unos zapatos,de momento inservibles,es,home
10039,es_0857510,product_es_0045156,reviewer_es_0243320,1,"Súper pequeñas las correas, para una muñeca muy pequeña, y el cierre es malo , fácil de perder el reloj",Sara,es,wireless
10040,es_0784947,product_es_0896457,reviewer_es_0971428,1,Compre este vapeador para un amigo y es perfecto pero a las primeras de uso ya estaba goteando y le a perdido mucho líquido. 2 botes en un día. Voy a tener que devolverlo.,Va muy bien pero pierde mucho líquido.,es,drugstore
10041,es_0174382,product_es_0377983,reviewer_es_0381755,1,"me dicen que vinieron el pasado 7 de septiembre cuando miro en la localizacion del paquete, y que el motivo es no haber podido entregar por no estar, siendo esto no real pues la colonia es para regalarsela a mi madre la cual cuido porque tiene alzheimer y era su cumpleaños , y con esta enfermedad siempre estamos alguien con ella correo express de jerez no dicen la verdad",el metodo de entrega no es el mejor,es,beauty
10042,es_0999803,product_es_0393148,reviewer_es_0782388,1,"El producto venia defectuoso y no funcionaba, ademas parece que estaba usado.",Venia defectuoso,es,toy
10043,es_0328833,product_es_0140982,reviewer_es_0060123,1,No ha llegado a aún....,Una mala experiencia,es,wireless
10044,es_0577204,product_es_0888809,reviewer_es_0015681,1,Pone 24 sobres y solo he recibido un sobre....un engaño vamos y 6 euros ...un robo ....no lo recomiendo,No son 24 sobres....es mentira,es,toy
10045,es_0562003,product_es_0177653,reviewer_es_0040817,1,"Un desastre de producto. Los globos imposibles de inchar, sin instrucciones, Valvulas imposibles y que se rompen. No lo recomiendo en absoluto.",Mal producto,es,toy
10046,es_0366430,product_es_0797807,reviewer_es_0577699,1,"Son tan cortos que apenas puedes enchufarlos, pero como la medida venía en pulgadas, no imaginé que fueran tan cortos, ni me di cuenta de hacer la conversión mental a cms se adapta perfectamente a apple (antiguo) y android mini usb, para usb C, no sirve. Piensa que desde el enchufe a tu movil no haya más de la palma de una mano, si no, se te quedara colgando. las conexiones si, se ven buenas y fuertes y el cable se nota grueso y de calidad.",extremadamente cortos,es,pc
10047,es_0384388,product_es_0080695,reviewer_es_0594423,1,"Varios agujeros ya tras un uso de gimnasio dos veces por semana, en 4 meses.",Se rompe por las costuras.,es,sports
10048,es_0199468,product_es_0425491,reviewer_es_0452001,1,"Todavía no la he recibido y me tenía que llegar anteayer, con el servicio premium que tenía activo cuando la compré. No he recibido ninguna nota ni aviso, con lo cual me hace mucha gracia que Amazon me pida valorar una transacción que no he recibido.",Cubierta Coche,es,automotive
10049,es_0971923,product_es_0403761,reviewer_es_0838891,1,Muy mala calidad. Lo único es él bluetooth que sirve de manos libres para él móvil. Pero eso también falla. El volumen tiene que ponerse a topé y después cuando cuelgan te rompe los tímpanos.,José,es,wireless
10050,es_0188849,product_es_0528192,reviewer_es_0578574,1,"me parece muy mal , se salía el producto por la caja y venían vacios , lo devolvere",botellas medio vacias,es,drugstore
10051,es_0261320,product_es_0421220,reviewer_es_0273034,1,"Es indignante el producto, no merece la pena, la cámara de fotos es de muy baja calidad, creo que el precio es bajo, porque no vale casi nada el móvil.","Fatal, baja calidad",es,wireless
10052,es_0732897,product_es_0312843,reviewer_es_0158376,1,Se pidió por error. Se canceló el pedido rápidamente sin haber sido enviado aún y no me permitieron cancelarlo. Devolverlo no me sale rentable por los costes. No vuelvo a comprar a este vendedor,Problemas con el vendedor,es,wireless
10053,es_0463568,product_es_0112916,reviewer_es_0676160,1,"Son de color azul, por lo que no imita al espejo y en las fotos si",No espejo,es,furniture
10054,es_0911636,product_es_0231452,reviewer_es_0043735,1,Si lo usas mucho tiempo seguido se quema el motor.servicio tecnico lento y no hay en mi ciudad.muchas quejas de productos jata.,Mala calidad del motor,es,kitchen
10055,es_0651515,product_es_0069383,reviewer_es_0566078,1,"Todavía no he usado todas las cacerolas, pero el cazo por un sólo uso, se llenó de manchas la base y por dentro se quedó como negruzco y no se puede quitar... la calidad es malísima...",Malísima calidad,es,kitchen
10056,es_0309869,product_es_0829344,reviewer_es_0807639,1,Ponéis que se cubre entero y la parte de delante no tiene protección,Solo trasera,es,wireless
10057,es_0445138,product_es_0400732,reviewer_es_0892816,1,Una mierda con ojos. Doy una estrella porque no me deja poner ninguna.,Mierda,es,electronics
10058,es_0221447,product_es_0064570,reviewer_es_0774593,1,"No me llegó nunca el producto, más de un mes de espera, al final después de reclamaciones me devolvieron el dinero",No recibido,es,wireless
10059,es_0043599,product_es_0912114,reviewer_es_0708725,1,Una porquería. La carga rapida no funcciona con S7 Edge ni con Note 4 y la carga normal va malamente. No lo devolví porque estuve de viaje...,Elena,es,wireless
10060,es_0604103,product_es_0284064,reviewer_es_0256650,1,"Es una patata falla más que una escopeta de feria, ha habido días que pensé que tenía que llamar a la grúa no había manera de quitarlo ya no lo uso",Muy malo de baja calidad,es,automotive
10061,es_0090985,product_es_0841842,reviewer_es_0608916,1,Se han roto a la segunda puesta. Es un tejido muy malo. La barato sale caro. Salen todos mal. No lo recomiendo,Muy mal,es,sports
10062,es_0496418,product_es_0064446,reviewer_es_0233660,1,la bateria externa no me carga. y ya se me acabo el periodo de devolucion. tengo un pisapapeles. las ofertas de amazon es lo que tienen.,no me carga,es,electronics
10063,es_0067295,product_es_0724162,reviewer_es_0805423,1,Es tan inhalámbrico que ni incluye el cable de alimentación.,Demasiado inhalámbrico,es,electronics
10064,es_0405725,product_es_0596908,reviewer_es_0783311,1,No es muy recomendable se ha roto enseguida y lo he tenido que devolver si alguna vez inventaran uno que pudiera regularse las revoluciones quizá intentaría volverlo a comprar porque este además iba demasiado deprisa para algunas cosas también los cepillos son muy duros y estropean hasta los baldosines,No lo recomiendo aunque parecía muy buena idea,es,home
10065,es_0718166,product_es_0069515,reviewer_es_0037094,1,no me llego el pedido,no me llego pedido,es,wireless
10066,es_0658505,product_es_0182269,reviewer_es_0814414,1,"tenia muchas espectativas sobre este producto pero me ha tocado devolverlo, en ningun momento pude ver la camara trasera, al principio pensaba que era cosa de la configuracion, pero viendo varios videos, se activa automaticamente al conectar, voy a volver a comprar el producto a ver si tuve mala suerte.",defectuoso,es,automotive
10067,es_0596656,product_es_0642621,reviewer_es_0130526,1,"M acaba d llegar y no se si funciona correctamente,es un regalo para reyes,pero la almohadilla no es la k trae la foto y pedí este pack precisamente por eso...es negra lisa y en un borde verde,nada k ver con la k pensé k iba a llegar.","La almohadilla no es la d la foto,nada k ver",es,pc
10068,es_0927576,product_es_0493389,reviewer_es_0915212,1,"Son muy bonitas y muy conseguidas, pero no son auténticas. Me dañan los pies y no es lo normal en esta marca","Hacen daño, buena réplica",es,shoes
10069,es_0812241,product_es_0875250,reviewer_es_0949269,1,"Cuando recibimos el producto nos pareció genial, era casi idéntico a los originales. Después de menos de dos meses, la funda se ha resecado y se va rompiendo a pedazos en los bordes. A tal punto que un trozo entro en el espacio de carga y tuvimos que ir al servicio de IPhone. Son muy bonitos pero muy malos",Mal producto,es,apparel
10070,es_0379925,product_es_0096668,reviewer_es_0822231,1,"Es una basura de mi consola estar de 70 grados, con esta cosa sube casi a los 90 grados no recomendado",No sirve,es,video_games
10071,es_0359579,product_es_0118506,reviewer_es_0349459,1,"Lo compré para viajar a Riviera Maya y para mí fue lo mismo que tirar el dinero. Me echaba antes de salir de la habitación, después de bañarme... unas cuatro o cinco veces al día. Con todo, me traje como 80 picaduras. No exagero. Lo mismo que no llevar nada. Es mucho mejor el que venden en Mercadona, y más barato.",Los atrae,es,drugstore
10072,es_0210436,product_es_0367126,reviewer_es_0431973,1,Todavía no ha llegado,Envió deficiente,es,sports
10073,es_0335824,product_es_0228003,reviewer_es_0081660,1,es muy pequeño y de baja calidad,muy pequeño,es,sports
10074,es_0899276,product_es_0885871,reviewer_es_0190603,1,Es muy pequeño. Imposible para una persona adulta. Hace mucho daño en las axilas,Muy pequeño,es,personal_care_appliances
10075,es_0037222,product_es_0568844,reviewer_es_0163719,1,"lo compre y aparte de lo pequeño que es apenas me duro un mes, se vierte el liquido x las aspas de abajo, no merece a pena para nada",Muy poca calidad,es,kitchen
10076,es_0019246,product_es_0314740,reviewer_es_0363680,1,"Despues de 2 dias esperando la entrega ,tuve que ir a buscarlo a la central de DHL de tarragona ,pese a haber pagado gastos de envio (10 euros),y encima me encuentro con un paquete todo golpeado en el que faltan partes del embalaje de carton y el resto esta sujeto por multitud de tiras de celo gigantesco pata que no se desmonte el resto de la caja ,nefasto he hecho varias reclamaciones a la empresa de transporte y encima me encuentro el paquete en unas condiciones horrorosas con multiples golpes,espero que al menos funcione.Nada recomendable,ni el vendedor ni amazon ni por supuesto el transportista DHL.","Un total desastre,vergonzoso.",es,home
10077,es_0950254,product_es_0520512,reviewer_es_0921231,1,El producto exacto y sin una queja. En cambio el transporte TARDE MAL Y NUNCA. No sólo no entregaron el paquete a tiempo dos días más tarde de lo acordado si no que además tuve que desplazarme yo a buscarlo a la central Cuando yo estoy pagando por un servicio puerta a puerta. Correos express MUY MAL. Y NO ES LA PRIMERA VEZ,Tarde mal y nunca,es,lawn_and_garden
10078,es_0230250,product_es_0892006,reviewer_es_0677765,1,Se rompe fácilmente. No recomendable para niños que no saben cuidar las cosas porque hay que cuidar que no se rompa,Luna,es,toy
10079,es_0080400,product_es_0640502,reviewer_es_0193538,1,"El producto llegó antes de tiempo, pero no es como el de la foto, lleva el logo de la marca monster a cada lado, cosa que en el anuncio no aparece",Lleva un logo a cada lado,es,automotive
10080,es_0845081,product_es_0678646,reviewer_es_0145620,1,"No pasa la ITV !!! las placas Españolas tienen una medida que hace que parte se quede oculta en el soporte y está prohibido la ocultación total o parcial de la placa. Por otro lado, al poner la marcha atrás se encienden unos LED que no están homologados como luz de marcha atras, resultado: 2 faltas graves y resultado de la ITV desfavorable.",NO PASA LA ITV !!,es,wireless
10081,es_0698004,product_es_0911268,reviewer_es_0068949,1,"No me ha llegado el producto , he recibido paquete con varios productos y me falta este . Y no se como reclamarlo. Si alguien me ayuda",No ha llegado,es,sports
10082,es_0706747,product_es_0322322,reviewer_es_0409170,1,"El marco cubre más del marco del reloj. O sea invade la pantalla. Siempre quedan algunas burbujas, lo he instalado 3 veces. Por último, y lo peor de todo, horrible la sensación táctil. Casi no obedece. Estoy a punto de quitarlo y comprar otro. Y eso que compre dos de este modelo.",Malísimo táctil,es,wireless
10083,es_0201482,product_es_0284663,reviewer_es_0408432,1,Muy malo e comprado tres uno vino estropeado tengo dos para devolverlos porque se escucha fatal más en la calle él ruido distorsiona la llamada,Gloria,es,other
10084,es_0566246,product_es_0965691,reviewer_es_0847255,1,Después de más de un mes de espera nunca llegó el paquete. Al menos me devolvieron el dinero.,Nunca llegó,es,beauty
10085,es_0156212,product_es_0383236,reviewer_es_0142991,1,"lo compramos hace pocos meses, se ha utilizado practicamente nada y ha dejado de funcionar sin mas, no se enciende.",mala calidad,es,other
10086,es_0226908,product_es_0528038,reviewer_es_0952926,1,"El producto no sé como será, porque el repartidor (y por cuarta vez) se lo ha dejado al vecino que no me lo quiere entregar.",Mala entrega,es,personal_care_appliances
10087,es_0408326,product_es_0399858,reviewer_es_0721287,1,"he pedido dos pero uno traía el precinto abierto... no se desde cuando así que no lo utilizare por precaución.. :( actualizo: el vendedor parece que le importa poco el comentario, asi que no recomiendo la compra a este vendedor en absoluto ¡¡",mala experiencia,es,drugstore
10088,es_0250487,product_es_0084001,reviewer_es_0928741,1,"Lo compré para un álbum de la marca Pardo concreto porque Amazon decís que las personas que adquirieron dicho álbum habían comprado también estás hojas, y resulta que no coinciden los agujeros y además don para monedas muy pequeñas. Las usaré para otro álbum",Decepcionante,es,home_improvement
10089,es_0181426,product_es_0238305,reviewer_es_0783921,1,"Producto devuelto, no corresponde con lo ofertado,devolución sin coste y sin problemas",Producto defectuoso,es,camera
10090,es_0850359,product_es_0480934,reviewer_es_0186073,1,"Pues eso, que hacen pelotillas después de la lavadora, y es lo que más odio en unos calcetines. Quedan feisimos luego. No soy capaz de encontrar unos calcetines que no hagan pelotillas, estos desde luego no sirven",Hacen pelotillas,es,apparel
10091,es_0391897,product_es_0104324,reviewer_es_0530838,1,"Tuve que devolver el producto porque llegó averiado, no se encendía. Afortunadamente el servicio de devolución de AMAZON funcionó perfectamente.",el reproductor llegó averiado,es,electronics
10092,es_0575288,product_es_0175939,reviewer_es_0562966,1,Solo a funcionado una salida.,Solo funciono una vez,es,sports
10093,es_0515881,product_es_0706628,reviewer_es_0487594,1,"Mal, Viene sin cristal templado y lo anuncian como 3 en 1 no lo volveré a comprar, no es lo que necesito esperaba",No lo compraría,es,pc
10094,es_0457865,product_es_0545412,reviewer_es_0723385,1,"El cristal es medio centimetro mas corto que la pantalla por todos los lados, cuesta 1,5€ y para devolverlo tengo que pagar yo el envio, con lo cual te sale por el mismo precio que el cristal y solo por eso me lo quedare.",es pequeña,es,wireless
10095,es_0762810,product_es_0560399,reviewer_es_0903768,1,"Después de mas de mes y medio esperando el producto, el día antes de que se cumpliera el plazo de entrega me llegó un mensaje de la empresa de que anulaba mi pedido",Absoluta falta de formalidad,es,home_improvement
10096,es_0262838,product_es_0805147,reviewer_es_0567183,1,"La encendí y a los 2 minutos se apagó. Cuando la desenchufé, me explotó. No os aconsejo que la compréis.",no os la aconsejo,es,home
10097,es_0820618,product_es_0565500,reviewer_es_0367071,1,"no ha durado ni un mes, cuando le pones la pila, en la pantalla pone cargando, y no hace nada mas.",dinero tirado a la basura,es,electronics
10098,es_0849227,product_es_0686644,reviewer_es_0058886,1,Se oferta como que tiene wifi 5g lo cual es mentira. lo he descambiado a los 5 minutos de recibirlo.,no tiene wifi 5g,es,electronics
10099,es_0489666,product_es_0214604,reviewer_es_0965504,1,"No recibí nunca el pedido. Me puse en contacto con el vendedor varias veces y no he recibido solución alguna. No firmé en ningún momento ninguna entrega de Amazon por lo que si el paquete se ha entregado, ha sido fallo del repartidor. Sea de quien sea la culpa, yo he pagado el producto y no he recibido nada.",Mal. No recibido y sin solución alguna,es,pet_products
10100,es_0315382,product_es_0537117,reviewer_es_0371217,1,"El libro viene encuadernado como que es del tercer trimestre, pero los ejercicios no se corresponden a los temas del tercer trimestre, sino del segundo",Cuadernillo del tercer trimestre,es,book
10101,es_0501574,product_es_0700574,reviewer_es_0588603,1,Lo compre en Abril de este año. Desde octubre dejó de funcionar. Compré un cargador nuevo y nada. NO LO COMPRÉIS,No funciona bien,es,wireless
10102,es_0712027,product_es_0226961,reviewer_es_0999181,1,No me ha gustado para nada el producto ya que las burbujas que hace se quedan y no se quitan como dicen en la descripción (pasadas 48 horas ) No lo recomiendo para nada,Es un asco no valen para nada,es,wireless
10103,es_0341377,product_es_0136237,reviewer_es_0891535,1,Este articulo no fue el que yo pedi por tanto no he reclamado y preferido tirarlo a la basura pues no me gustan los collares de perro,Ei envio un desastre,es,jewelry
10104,es_0632101,product_es_0818147,reviewer_es_0257410,1,"El software que trae es penoso, la calidad del video y del audio son bastante deficientes si comparas con otras marcas.",Hay mejores opciones,es,wireless
10105,es_0405207,product_es_0049695,reviewer_es_0333343,1,"Es la tercera vez que publico una opinión sobre este proyector y como la crítica es pésima parece ser que no me las han querido publicar. Me decidí a comprarlo fiándome de 3 opiniones positivas. Misteriosamente, después de escribir las dos opiniones fallidas y devolver el producto empezaron a aparecer decenas de comentarios EXCELENTES acerca de este proyector. Mi consejo es que no os fiéis de las opiniones cuando adquiráis un proyector chino.",Decepción,es,pc
10106,es_0393365,product_es_0057594,reviewer_es_0770018,1,No puedo opinar sobre el producto porque aún no lo he recibido,El pedido no me ha llegado,es,apparel
10107,es_0370147,product_es_0034332,reviewer_es_0315551,1,A la primera lavada llenos de bolitas,Malos,es,apparel
10108,es_0513171,product_es_0812071,reviewer_es_0658094,1,El producto llegó mal embalado. Dese fuera olía bastante fuerte y al abrir el paquete se confirmaron mis sospechas de que venia la lata abierta.,Mariam,es,home_improvement
10109,es_0558413,product_es_0374989,reviewer_es_0481115,1,"Dos meses ha durado...y ni siguiera la hemos usado a diario...no la recomiendo. Se ventila las pilas q da gusto, pero no es un duradero...made un China...",Made un China...no recomiendo.,es,toy
10110,es_0320335,product_es_0119079,reviewer_es_0080536,1,No he podido usarlo pq la función de fruncido en 6 y 12 puntadas no funciona. Para tirar,No vale para fruncir,es,home
10111,es_0505302,product_es_0744480,reviewer_es_0127486,1,"No me ha llegado aun, no puedo saber como son Cuanto tardará, y tengo tres cosas más que no han llegado",Verónica victoria Gallego,es,beauty
10112,es_0742756,product_es_0572065,reviewer_es_0511413,1,"Estabamos muy contentos, pero pasado un medio hemos puesta una rebanada de pan dentro y los fusibles han saltado y se ha dañado. Hizo saltar el automático de mi casa Obviamente vamos a pedir la garantia del producto",Se ha roto poniendo pa,es,kitchen
10113,es_0060397,product_es_0271039,reviewer_es_0666385,1,"Pues eso. A los 6 meses han muerto. No pienso gastarme ya más de 4 euros en unos auriculares. Si total, todos me duran lo mismo.",6 meses me han durado,es,electronics
10114,es_0906295,product_es_0430216,reviewer_es_0511494,1,"Caca de app, no responde, no se conecta. Hay carreras universitarias más fáciles que conectar el interruptor al WiFi. Lo devuelvo","App Magic home, basura",es,home
10115,es_0852126,product_es_0247799,reviewer_es_0633815,1,Muy mala calidad se despega y el tactil no funciona como debe al poner el protector.,Muy mala calidad!!,es,wireless
10116,es_0037434,product_es_0493964,reviewer_es_0056328,1,"De lo que se ve en la foto a él plástico naranja del original...en fin, más que oro parece q ya amarilleo de tener tiempo",Malo y amarillo,es,wireless
10117,es_0052738,product_es_0566095,reviewer_es_0580069,1,"Cintas de malisimas calidad, apenas tienen pegan. Muy bonitas por fuera pero hasta las del chino de mi casa pegan más. No recomendadas","Mala calidad, no pegan",es,home_improvement
10118,es_0719040,product_es_0011919,reviewer_es_0400653,1,"Artículo devuelto, mala calidad",Calidad ínfima,es,home
10119,es_0285161,product_es_0082794,reviewer_es_0885395,1,El reloj se le ha caído 2 piedras al reloj,Se calló 2 piedras del reloj,es,watch
10120,es_0186203,product_es_0778275,reviewer_es_0008062,1,Aún esperando mes y medio no he recibido nada. No recomiendo la compra ya que no puedo hacerlo,Aún esperando que llegue,es,wireless
10121,es_0855849,product_es_0826135,reviewer_es_0989266,1,Tiene garantía el producto? Lo compré en febrero y ha dejado de funcionar!!! Cómo puedo reclamar?? Gracias,Reclamación por avería,es,electronics
10122,es_0211204,product_es_0414181,reviewer_es_0979095,1,No tienen ni un mes desde que las recibí las habré usado 4-5 veces y nada extremo.. ya se le ha salido un pasador de los cordones a una de las botas. Desde luego no creo que la relación calidad precio sea la mejor,Vaya desilusión,es,shoes
